123.7,94.175,96.782
123.74,94.317,96.863
123.86,94.401,97.026
123.75,94.406,96.948
123.92,94.547,97.141
123.92,94.572,97.177
124.03,94.662,97.31
123.85,94.635,97.181
123.96,94.733,97.312
123.92,94.753,97.323
124.02,94.834,97.446
123.83,94.811,97.31
123.9,94.928,97.413
124.03,95.004,97.568
123.88,94.965,97.427
123.99,95.1,97.57
124.08,95.167,97.696
123.91,95.129,97.551
123.98,95.238,97.646
124.1,95.306,97.793
123.98,95.293,97.708
124.1,95.408,97.852
124.06,95.421,97.835
124.18,95.519,97.93
123.96,95.445,97.872
124.13,95.599,98.022
124.11,95.616,97.972
124.16,95.673,98.051
124.03,95.666,97.96
124.07,95.757,98.007
124.2,95.802,98.133
124,95.769,97.965
124.12,95.907,98.116
124.27,95.999,98.318
124.11,95.962,98.188
124.19,96.073,98.298
124.34,96.158,98.472
124.16,96.112,98.304
124.34,96.253,98.527
124.33,96.274,98.525
124.41,96.351,98.638
124.22,96.317,98.463
124.25,96.404,98.53
124.38,96.477,98.677
124.2,96.437,98.517
124.29,96.563,98.634
124.44,96.629,98.806
124.31,96.634,98.701
124.37,96.721,98.779
124.52,96.793,98.931
124.35,96.756,98.781
124.54,96.893,99.017
124.51,96.915,99.017
124.64,97.024,99.124
124.47,96.958,99.054
124.68,97.114,99.263
124.65,97.146,99.227
124.71,97.219,99.31
124.61,97.212,99.215
124.73,97.331,99.36
124.76,97.342,99.382
124.8,97.432,99.464
124.72,97.429,99.411
124.92,97.562,99.634
124.93,97.602,99.664
124.97,97.658,99.73
124.87,97.648,99.632
124.94,97.754,99.739
125.11,97.852,99.935
124.96,97.82,99.801
125.04,97.926,99.899
125.22,98.016,100.1
125.06,97.974,99.95
125.14,98.072,100.05
125.24,98.143,100.16
125.08,98.104,100
125.08,98.172,100.03
125.26,98.287,100.25
125.26,98.317,100.25
125.4,98.429,100.42
125.25,98.375,100.27
125.43,98.501,100.47
125.41,98.521,100.45
125.55,98.622,100.57
125.38,98.546,100.54
125.61,98.702,100.73
125.58,98.718,100.68
125.67,98.785,100.78
125.55,98.754,100.66
125.69,98.859,100.8
125.71,98.853,100.77
125.76,98.922,100.86
125.67,98.892,100.77
125.87,99.019,100.99
125.87,99.033,101
125.99,99.096,101.1
125.83,99.041,100.93
126.06,99.153,101.16
126.05,99.162,101.14
126.09,99.19,101.16
125.97,99.147,101.02
126.2,99.252,101.25
126.18,99.248,101.21
126.27,99.284,101.28
126.08,99.203,101.09
126.08,99.212,101.07
126.18,99.228,101.13
126.01,99.13,100.94
126.07,99.154,100.96
126.16,99.163,101.04
126.03,99.08,100.91
126.16,99.122,101.01
126.09,99.052,100.9
126.18,99.088,100.95
125.98,98.946,100.82
126.17,99.028,100.96
126.11,98.978,100.84
126.17,98.988,100.86
126.04,98.931,100.71
126.08,98.942,100.71
126.18,98.929,100.76
126.01,98.848,100.57
126.13,98.905,100.66
126.3,98.942,100.82
126.14,98.863,100.66
126.22,98.912,100.72
126.31,98.909,100.77
126.2,98.853,100.64
126.28,98.903,100.71
126.43,98.936,100.86
126.29,98.868,100.68
126.36,98.92,100.76
126.51,98.956,100.9
126.35,98.888,100.73
126.51,98.959,100.86
126.46,98.924,100.79
126.55,98.96,100.86
126.39,98.9,100.69
126.47,98.964,100.76
126.62,99.01,100.89
126.54,98.976,100.8
126.71,99.037,100.95
126.67,99.02,100.91
126.8,99.102,100.99
126.63,99.012,100.9
126.86,99.131,101.1
126.81,99.117,101.03
126.89,99.142,101.1
126.8,99.114,100.98
126.85,99.171,101.03
126.97,99.179,101.08
126.83,99.133,100.97
126.88,99.204,101.03
127.07,99.293,101.2
127.11,99.317,101.25
127.24,99.379,101.37
127.11,99.315,101.22
127.18,99.38,101.31
127.26,99.395,101.38
127.16,99.356,101.29
127.34,99.4,101.47
126.8,98.942,101
126.52,98.66,100.75
125.75,98.103,100.08
125.44,97.824,99.83
124.88,97.3,99.392
124.68,97.17,99.209
124.8,97.199,99.364
124.72,97.15,99.274
124.78,97.189,99.353
124.61,97.118,99.198
124.8,97.208,99.393
